codigo_ibge,uf,municipio,horas,minutos
3123403,MG,DORESÓPOLIS,11,27
3123502,MG,DOURADOQUARA,11,27
3123528,MG,DURANDÉ,11,27
3123601,MG,ELÓI MENDES,11,26
3123700,MG,ENGENHEIRO CALDAS,11,27
3123809,MG,ENGENHEIRO NAVARRO,11,27
3123858,MG,ENTRE FOLHAS,11,27
3123908,MG,ENTRE RIOS DE MINAS,11,27
3124005,MG,ERVÁLIA,11,27
3124104,MG,ESMERALDAS,11,27
3124203,MG,ESPERA FELIZ,11,27
3124302,MG,ESPINOSA,11,28
3124401,MG,ESPÍRITO SANTO DO DOURADO,11,26
3124500,MG,ESTIVA,11,26
3124609,MG,ESTRELA DALVA,11,26
3124708,MG,ESTRELA DO INDAIÁ,11,27
3124807,MG,ESTRELA DO SUL,11,27
3124906,MG,EUGENÓPOLIS,11,26
3125002,MG,EWBANK DA CÂMARA,11,26
3125101,MG,EXTREMA,11,26
3125200,MG,FAMA,11,26
3125309,MG,FARIA LEMOS,11,26
3125606,MG,FELISBURGO,11,27
3125705,MG,FELIXLÂNDIA,11,27
3125408,MG,FELÍCIO DOS SANTOS,11,27
3125804,MG,FERNANDES TOURINHO,11,27
3125903,MG,FERROS,11,27
3125952,MG,FERVEDOURO,11,27
3126000,MG,FLORESTAL,11,27
3126109,MG,FORMIGA,11,27
3126208,MG,FORMOSO,11,28
3126307,MG,FORTALEZA DE MINAS,11,26
3126406,MG,FORTUNA DE MINAS,11,27
3126505,MG,FRANCISCO BADARÓ,11,27
3126604,MG,FRANCISCO DUMONT,11,27
3126703,MG,FRANCISCO SÁ,11,27
3126752,MG,FRANCISCÓPOLIS,11,27
3126802,MG,FREI GASPAR,11,27
3126901,MG,FREI INOCÊNCIO,11,27
3126950,MG,FREI LAGONEGRO,11,27
3127008,MG,FRONTEIRA,11,27
3127057,MG,FRONTEIRA DOS VALES,11,27
3127073,MG,FRUTA DE LEITE,11,27
3127107,MG,FRUTAL,11,27
3127206,MG,FUNILÂNDIA,11,27
3127305,MG,GALILÉIA,11,27
3127339,MG,GAMELEIRAS,11,28
3127354,MG,GLAUCILÂNDIA,11,27
3127370,MG,GOIABEIRA,11,27
3127388,MG,GOIANÁ,11,26
3127503,MG,GONZAGA,11,27
3127404,MG,GONÇALVES,11,26
3127602,MG,GOUVEIA,11,27
3127701,MG,GOVERNADOR VALADARES,11,27
3127909,MG,GRUPIARA,11,27
3127800,MG,GRÃO MOGOL,11,27
3128006,MG,GUANHÃES,11,27
3128105,MG,GUAPÉ,11,27
3128204,MG,GUARACIABA,11,27
3128253,MG,GUARACIAMA,11,27
3128402,MG,GUARANI,11,26
3128303,MG,GUARANÉSIA,11,26
3128501,MG,GUARARÁ,11,26
3128600,MG,GUARDA-MOR,11,27
3128709,MG,GUAXUPÉ,11,26
3128808,MG,GUIDOVAL,11,26
3128907,MG,GUIMARÂNIA,11,27
3129004,MG,GUIRICEMA,11,26
3129103,MG,GURINHATÃ,11,27
3129202,MG,HELIODORA,11,26
3129301,MG,IAPU,11,27
3129400,MG,IBERTIOGA,11,26
3129608,MG,IBIAÍ,11,27
3129657,MG,IBIRACATU,11,28
3129707,MG,IBIRACI,11,27
3129806,MG,IBIRITÉ,11,27
3129905,MG,IBITIÚRA DE MINAS,11,26
3130002,MG,IBITURUNA,11,26
3129509,MG,IBIÁ,11,27
3130051,MG,ICARAÍ DE MINAS,11,27
3130101,MG,IGARAPÉ,11,27
3130200,MG,IGARATINGA,11,27
3130309,MG,IGUATAMA,11,27
3130408,MG,IJACI,11,26
3130507,MG,ILICÍNEA,11,26
3130556,MG,IMBÉ DE MINAS,11,27
3130606,MG,INCONFIDENTES,11,26
3130655,MG,INDAIABIRA,11,28
3130705,MG,INDIANÓPOLIS,11,27
3130804,MG,INGAÍ,11,26
3130903,MG,INHAPIM,11,27
3131000,MG,INHAÚMA,11,27
3131109,MG,INIMUTABA,11,27
3131158,MG,IPABA,11,27
3131208,MG,IPANEMA,11,27
3131307,MG,IPATINGA,11,27
3131406,MG,IPIAÇU,11,27
3131505,MG,IPUIÚNA,11,26
3131604,MG,IRAÍ DE MINAS,11,27
3131703,MG,ITABIRA,11,27
3131802,MG,ITABIRINHA,11,27
3131901,MG,ITABIRITO,11,27
3132008,MG,ITACAMBIRA,11,27
3132107,MG,ITACARAMBI,11,28
3132206,MG,ITAGUARA,11,27
3132305,MG,ITAIPÉ,11,27
3132404,MG,ITAJUBÁ,11,26
3132503,MG,ITAMARANDIBA,11,27
3132602,MG,ITAMARATI DE MINAS,11,26
3132701,MG,ITAMBACURI,11,27
3132800,MG,ITAMBÉ DO MATO DENTRO,11,27
3132909,MG,ITAMOGI,11,26
3133006,MG,ITAMONTE,11,26
3133105,MG,ITANHANDU,11,26
3133204,MG,ITANHOMI,11,27
3133303,MG,ITAOBIM,11,27
3133402,MG,ITAPAGIPE,11,27
3133501,MG,ITAPECERICA,11,27
3133600,MG,ITAPEVA,11,26
3133709,MG,ITATIAIUÇU,11,27
3133907,MG,ITAVERAVA,11,27
3133758,MG,ITAÚ DE MINAS,11,27
3133808,MG,ITAÚNA,11,27
3134004,MG,ITINGA,11,27
3134103,MG,ITUETA,11,27
3134202,MG,ITUIUTABA,11,27
3134301,MG,ITUMIRIM,11,26
3134400,MG,ITURAMA,11,27
3134509,MG,ITUTINGA,11,26
3134608,MG,JABOTICATUBAS,11,27
3134707,MG,JACINTO,11,27
3134905,MG,JACUTINGA,11,26
3134806,MG,JACUÍ,11,26
3135001,MG,JAGUARAÇU,11,27
3135076,MG,JAMPRUCA,11,27
3135100,MG,JANAÚBA,11,28
3135209,MG,JANUÁRIA,11,28
3135308,MG,JAPARAÍBA,11,27
3135357,MG,JAPONVAR,11,27
3135050,MG,JAÍBA,11,28
3135407,MG,JECEABA,11,27
3135456,MG,JENIPAPO DE MINAS,11,27
3135506,MG,JEQUERI,11,27
3135605,MG,JEQUITAÍ,11,27
3135704,MG,JEQUITIBÁ,11,27
3135803,MG,JEQUITINHONHA,11,27
3135902,MG,JESUÂNIA,11,26
3136108,MG,JOANÉSIA,11,27
3136405,MG,JOAQUIM FELÍCIO,11,27
3136009,MG,JOAÍMA,11,27
3136504,MG,JORDÂNIA,11,28
3136579,MG,JOSENÓPOLIS,11,27
3136520,MG,JOSÉ GONÇALVES DE MINAS,11,27
3136553,MG,JOSÉ RAYDAN,11,27
3136207,MG,JOÃO MONLEVADE,11,27
3136306,MG,JOÃO PINHEIRO,11,27
3136652,MG,JUATUBA,11,27
3136702,MG,JUIZ DE FORA,11,26
3136801,MG,JURAMENTO,11,27
3136900,MG,JURUAIA,11,26
3136959,MG,JUVENÍLIA,11,28
3137007,MG,LADAINHA,11,27
3137106,MG,LAGAMAR,11,27
3137205,MG,LAGOA DA PRATA,11,27
3137304,MG,LAGOA DOS PATOS,11,27
3137403,MG,LAGOA DOURADA,11,26
3137502,MG,LAGOA FORMOSA,11,27
3137536,MG,LAGOA GRANDE,11,27
3137601,MG,LAGOA SANTA,11,27
3137700,MG,LAJINHA,11,27
3137809,MG,LAMBARI,11,26
3137908,MG,LAMIM,11,27
3138005,MG,LARANJAL,11,26
3138104,MG,LASSANCE,11,27
3138203,MG,LAVRAS,11,26
3138302,MG,LEANDRO FERREIRA,11,27
3138351,MG,LEME DO PRADO,11,27
3138401,MG,LEOPOLDINA,11,26
3138500,MG,LIBERDADE,11,26
3138609,MG,LIMA DUARTE,11,26
3138625,MG,LIMEIRA DO OESTE,11,27
3138658,MG,LONTRA,11,28
3138674,MG,LUISBURGO,11,27
3138682,MG,LUISLÂNDIA,11,27
3138708,MG,LUMINÁRIAS,11,26
3138807,MG,LUZ,11,27
3138906,MG,MACHACALIS,11,27
3139003,MG,MACHADO,11,26
3139102,MG,MADRE DE DEUS DE MINAS,11,26
3139201,MG,MALACACHETA,11,27
3139250,MG,MAMONAS,11,28
3139300,MG,MANGA,11,28
3139409,MG,MANHUAÇU,11,27
3139508,MG,MANHUMIRIM,11,27
3139607,MG,MANTENA,11,27
3139805,MG,MAR DE ESPANHA,11,26
3139706,MG,MARAVILHAS,11,27
3139904,MG,MARIA DA FÉ,11,26
3140001,MG,MARIANA,11,27
3140100,MG,MARILAC,11,27
3140209,MG,MARIPÁ DE MINAS,11,26
3140308,MG,MARLIÉRIA,11,27
3140407,MG,MARMELÓPOLIS,11,26
3140506,MG,MARTINHO CAMPOS,11,27
3140530,MG,MARTINS SOARES,11,27
3140555,MG,MATA VERDE,11,28
3140605,MG,MATERLÂNDIA,11,27
3140704,MG,MATEUS LEME,11,27
3171501,MG,MATHIAS LOBATO,11,27
3140803,MG,MATIAS BARBOSA,11,26
3140852,MG,MATIAS CARDOSO,11,28
3140902,MG,MATIPÓ,11,27
3141009,MG,MATO VERDE,11,28
3141108,MG,MATOZINHOS,11,27
3141207,MG,MATUTINA,11,27
3141306,MG,MEDEIROS,11,27
3141405,MG,MEDINA,11,27
3141504,MG,MENDES PIMENTEL,11,27
3141603,MG,MERCÊS,11,26
3141702,MG,MESQUITA,11,27
3141801,MG,MINAS NOVAS,11,27
3141900,MG,MINDURI,11,26
3142007,MG,MIRABELA,11,27
3142106,MG,MIRADOURO,11,26
3142254,MG,MIRAVÂNIA,11,28
3142205,MG,MIRAÍ,11,26
3142304,MG,MOEDA,11,27
3142403,MG,MOEMA,11,27
3142502,MG,MONJOLOS,11,27
3142601,MG,MONSENHOR PAULO,11,26
3142700,MG,MONTALVÂNIA,11,28
3142809,MG,MONTE ALEGRE DE MINAS,11,27
3142908,MG,MONTE AZUL,11,28
3143005,MG,MONTE BELO,11,26
3143104,MG,MONTE CARMELO,11,27
3143153,MG,MONTE FORMOSO,11,27
3143203,MG,MONTE SANTO DE MINAS,11,26
3143401,MG,MONTE SIÃO,11,26
3143302,MG,MONTES CLAROS,11,27
3143450,MG,MONTEZUMA,11,28
3143500,MG,MORADA NOVA DE MINAS,11,27
3143609,MG,MORRO DA GARÇA,11,27
3143708,MG,MORRO DO PILAR,11,27
3143807,MG,MUNHOZ,11,26
3143906,MG,MURIAÉ,11,26
3144003,MG,MUTUM,11,27
3144102,MG,MUZAMBINHO,11,26
3140159,MG,MÁRIO CAMPOS,11,27
3144201,MG,NACIP RAYDAN,11,27
3144300,MG,NANUQUE,11,27
3144359,MG,NAQUE,11,27
3144375,MG,NATALÂNDIA,11,27
3144409,MG,NATÉRCIA,11,26
3144508,MG,NAZARENO,11,26
3144607,MG,NEPOMUCENO,11,26
3144656,MG,NINHEIRA,11,28
3144672,MG,NOVA BELÉM,11,27
3144706,MG,NOVA ERA,11,27
3144805,MG,NOVA LIMA,11,27
3144904,MG,NOVA MÓDICA,11,27
3145000,MG,NOVA PONTE,11,27
3145059,MG,NOVA PORTEIRINHA,11,28
3145109,MG,NOVA RESENDE,11,26
3145208,MG,NOVA SERRANA,11,27
3136603,MG,NOVA UNIÃO,11,27
3145307,MG,NOVO CRUZEIRO,11,27
3145356,MG,NOVO ORIENTE DE MINAS,11,27
3145372,MG,NOVORIZONTE,11,27
3145406,MG,OLARIA,11,26
3145455,MG,OLHOS-D'ÁGUA,11,27
3145604,MG,OLIVEIRA,11,27
3145703,MG,OLIVEIRA FORTES,11,26
3145505,MG,OLÍMPIO NORONHA,11,26
3145802,MG,ONÇA DE PITANGUI,11,27
3145851,MG,ORATÓRIOS,11,27
3145877,MG,ORIZÂNIA,11,27
3145901,MG,OURO BRANCO,11,27
3146008,MG,OURO FINO,11,26
3146107,MG,OURO PRETO,11,27
3146206,MG,OURO VERDE DE MINAS,11,27
3146255,MG,PADRE CARVALHO,11,27
3146305,MG,PADRE PARAÍSO,11,27
3146552,MG,PAI PEDRO,11,28
3146404,MG,PAINEIRAS,11,27
3146503,MG,PAINS,11,27
3146602,MG,PAIVA,11,26
3146701,MG,PALMA,11,26
3146750,MG,PALMÓPOLIS,11,27
3146909,MG,PAPAGAIOS,11,27
3147006,MG,PARACATU,11,27
3147204,MG,PARAGUAÇU,11,26
3147303,MG,PARAISÓPOLIS,11,26
3147402,MG,PARAOPEBA,11,27
3147105,MG,PARÁ DE MINAS,11,27
3147600,MG,PASSA QUATRO,11,26
3147709,MG,PASSA TEMPO,11,27
3147808,MG,PASSA-VINTE,11,26
3147501,MG,PASSABÉM,11,27
3147907,MG,PASSOS,11,27
3147956,MG,PATIS,11,27
3148004,MG,PATOS DE MINAS,11,27
3148103,MG,PATROCÍNIO,11,27
3148202,MG,PATROCÍNIO DO MURIAÉ,11,26
3148301,MG,PAULA CÂNDIDO,11,26
3148400,MG,PAULISTAS,11,27
3148509,MG,PAVÃO,11,27
3148707,MG,PEDRA AZUL,11,27
3148756,MG,PEDRA BONITA,11,27
3148806,MG,PEDRA DO ANTA,11,27
3148905,MG,PEDRA DO INDAIÁ,11,27
3149002,MG,PEDRA DOURADA,11,26
3149101,MG,PEDRALVA,11,26
3149150,MG,PEDRAS DE MARIA DA CRUZ,11,28
3149200,MG,PEDRINÓPOLIS,11,27
3149309,MG,PEDRO LEOPOLDO,11,27
3149408,MG,PEDRO TEIXEIRA,11,26
3149507,MG,PEQUERI,11,26
3149606,MG,PEQUI,11,27
3149705,MG,PERDIGÃO,11,27
3149804,MG,PERDIZES,11,27
3149903,MG,PERDÕES,11,26
3149952,MG,PERIQUITO,11,27
3150000,MG,PESCADOR,11,27
3148608,MG,PEÇANHA,11,27
3150109,MG,PIAU,11,26
3150158,MG,PIEDADE DE CARATINGA,11,27
3150208,MG,PIEDADE DE PONTE NOVA,11,27
3150307,MG,PIEDADE DO RIO GRANDE,11,26
3150406,MG,PIEDADE DOS GERAIS,11,27
3150505,MG,PIMENTA,11,27
3150539,MG,PINGO-D'ÁGUA,11,27
3150570,MG,PINTÓPOLIS,11,27
3150604,MG,PIRACEMA,11,27
3150703,MG,PIRAJUBA,11,27
3150802,MG,PIRANGA,11,27
3151008,MG,PIRANGUINHO,11,26
3150901,MG,PIRANGUÇU,11,26
3151107,MG,PIRAPETINGA,11,26
3151206,MG,PIRAPORA,11,27
3151305,MG,PIRAÚBA,11,26
3151404,MG,PITANGUI,11,27
3151503,MG,PIUMHI,11,27
3151602,MG,PLANURA,11,27
3151909,MG,POCRANE,11,27
3152006,MG,POMPÉU,11,27
3152105,MG,PONTE NOVA,11,27
3152131,MG,PONTO CHIQUE,11,27
3152170,MG,PONTO DOS VOLANTES,11,27
3152204,MG,PORTEIRINHA,11,28
3152303,MG,PORTO FIRME,11,27
3152402,MG,POTÉ,11,27
3152501,MG,POUSO ALEGRE,11,26
3152600,MG,POUSO ALTO,11,26
3151701,MG,POÇO FUNDO,11,26
3151800,MG,POÇOS DE CALDAS,11,26
3152709,MG,PRADOS,11,26
3152808,MG,PRATA,11,27
3153004,MG,PRATINHA,11,27
3152907,MG,PRATÁPOLIS,11,27
3153103,MG,PRESIDENTE BERNARDES,11,27
3153202,MG,PRESIDENTE JUSCELINO,11,27
3153301,MG,PRESIDENTE KUBITSCHEK,11,27
3153400,MG,PRESIDENTE OLEGÁRIO,11,27
3153608,MG,PRUDENTE DE MORAIS,11,27
3153707,MG,QUARTEL GERAL,11,27
3153806,MG,QUELUZITO,11,27
3153905,MG,RAPOSOS,11,27
3154002,MG,RAUL SOARES,11,27
3154101,MG,RECREIO,11,26
3154150,MG,REDUTO,11,27
3154200,MG,RESENDE COSTA,11,26
3154309,MG,RESPLENDOR,11,27
3154408,MG,RESSAQUINHA,11,26
3154457,MG,RIACHINHO,11,27
3154507,MG,RIACHO DOS MACHADOS,11,27
3154606,MG,RIBEIRÃO DAS NEVES,11,27
3154705,MG,RIBEIRÃO VERMELHO,11,26
3154804,MG,RIO ACIMA,11,27
3154903,MG,RIO CASCA,11,27
3155108,MG,RIO DO PRADO,11,27
3155009,MG,RIO DOCE,11,27
3155207,MG,RIO ESPERA,11,26
3155306,MG,RIO MANSO,11,27
3155405,MG,RIO NOVO,11,26
3155504,MG,RIO PARANAÍBA,11,27
3155603,MG,RIO PARDO DE MINAS,11,28
3155702,MG,RIO PIRACICABA,11,27
3155801,MG,RIO POMBA,11,26
3155900,MG,RIO PRETO,11,26
3156007,MG,RIO VERMELHO,11,27
3156106,MG,RITÁPOLIS,11,26
3156205,MG,ROCHEDO DE MINAS,11,26
3156304,MG,RODEIRO,11,26
3156403,MG,ROMARIA,11,27
3156452,MG,ROSÁRIO DA LIMEIRA,11,26
3156502,MG,RUBELITA,11,27
3156601,MG,RUBIM,11,27
3156700,MG,SABARÁ,11,27
3156809,MG,SABINÓPOLIS,11,27
3156908,MG,SACRAMENTO,11,27
3157005,MG,SALINAS,11,27
3157104,MG,SALTO DA DIVISA,11,27
3157203,MG,SANTA BÁRBARA,11,27
3157252,MG,SANTA BÁRBARA DO LESTE,11,27
3157278,MG,SANTA BÁRBARA DO MONTE VERDE,11,26
3157302,MG,SANTA BÁRBARA DO TUGÚRIO,11,26
3157336,MG,SANTA CRUZ DE MINAS,11,26
3157377,MG,SANTA CRUZ DE SALINAS,11,27
3157401,MG,SANTA CRUZ DO ESCALVADO,11,27
3157500,MG,SANTA EFIGÊNIA DE MINAS,11,27
3157609,MG,SANTA FÉ DE MINAS,11,27
3157658,MG,SANTA HELENA DE MINAS,11,27
3157708,MG,SANTA JULIANA,11,27
3157807,MG,SANTA LUZIA,11,27
3157906,MG,SANTA MARGARIDA,11,27
3158003,MG,SANTA MARIA DE ITABIRA,11,27
3158102,MG,SANTA MARIA DO SALTO,11,27
3158201,MG,SANTA MARIA DO SUAÇUÍ,11,27
3159209,MG,SANTA RITA DE CALDAS,11,26
3159407,MG,SANTA RITA DE IBITIPOCA,11,26
3159308,MG,SANTA RITA DE JACUTINGA,11,26
3159357,MG,SANTA RITA DE MINAS,11,27
3159506,MG,SANTA RITA DO ITUETO,11,27
3159605,MG,SANTA RITA DO SAPUCAÍ,11,26
3159704,MG,SANTA ROSA DA SERRA,11,27
3159803,MG,SANTA VITÓRIA,11,27
3158300,MG,SANTANA DA VARGEM,11,26
3158409,MG,SANTANA DE CATAGUASES,11,26
3158508,MG,SANTANA DE PIRAPAMA,11,27
3158607,MG,SANTANA DO DESERTO,11,26
3158706,MG,SANTANA DO GARAMBÉU,11,26
3158805,MG,SANTANA DO JACARÉ,11,26
3158904,MG,SANTANA DO MANHUAÇU,11,27
3158953,MG,SANTANA DO PARAÍSO,11,27
3159001,MG,SANTANA DO RIACHO,11,27
3159100,MG,SANTANA DOS MONTES,11,27
3159902,MG,SANTO ANTÔNIO DO AMPARO,11,26
3160009,MG,SANTO ANTÔNIO DO AVENTUREIRO,11,26
3160108,MG,SANTO ANTÔNIO DO GRAMA,11,27
3160207,MG,SANTO ANTÔNIO DO ITAMBÉ,11,27
3160306,MG,SANTO ANTÔNIO DO JACINTO,11,27
3160405,MG,SANTO ANTÔNIO DO MONTE,11,27
3160454,MG,SANTO ANTÔNIO DO RETIRO,11,28
3160504,MG,SANTO ANTÔNIO DO RIO ABAIXO,11,27
3160603,MG,SANTO HIPÓLITO,11,27
3160702,MG,SANTOS DUMONT,11,26
3165404,MG,SAPUCAÍ-MIRIM,11,26
3165503,MG,SARDOÁ,11,27
3165537,MG,SARZEDO,11,27
3165560,MG,SEM-PEIXE,11,27
3165578,MG,SENADOR AMARAL,11,26
3165602,MG,SENADOR CORTES,11,26
3165701,MG,SENADOR FIRMINO,11,26
3165800,MG,SENADOR JOSÉ BENTO,11,26
3165909,MG,SENADOR MODESTINO GONÇALVES,11,27
3166006,MG,SENHORA DE OLIVEIRA,11,27
3166105,MG,SENHORA DO PORTO,11,27
3166204,MG,SENHORA DOS REMÉDIOS,11,26
3166303,MG,SERICITA,11,27
3166402,MG,SERITINGA,11,26
3166501,MG,SERRA AZUL DE MINAS,11,27
3166600,MG,SERRA DA SAUDADE,11,27
3166808,MG,SERRA DO SALITRE,11,27
3166709,MG,SERRA DOS AIMORÉS,11,27
3166907,MG,SERRANIA,11,26
3167004,MG,SERRANOS,11,26
3166956,MG,SERRANÓPOLIS DE MINAS,11,28
3167103,MG,SERRO,11,27
3167202,MG,SETE LAGOAS,11,27
3165552,MG,SETUBINHA,11,27
3167301,MG,SILVEIRÂNIA,11,26
3167400,MG,SILVIANÓPOLIS,11,26
3167608,MG,SIMONÉSIA,11,27
3167509,MG,SIMÃO PEREIRA,11,26
3167707,MG,SOBRÁLIA,11,27
3167806,MG,SOLEDADE DE MINAS,11,26
3160801,MG,SÃO BENTO ABADE,11,26
3160900,MG,SÃO BRÁS DO SUAÇUÍ,11,27
3160959,MG,SÃO DOMINGOS DAS DORES,11,27
3161007,MG,SÃO DOMINGOS DO PRATA,11,27
3161106,MG,SÃO FRANCISCO,11,27
3161205,MG,SÃO FRANCISCO DE PAULA,11,27
3161304,MG,SÃO FRANCISCO DE SALES,11,27
3161403,MG,SÃO FRANCISCO DO GLÓRIA,11,27
3161056,MG,SÃO FÉLIX DE MINAS,11,27
3161502,MG,SÃO GERALDO,11,26
3161601,MG,SÃO GERALDO DA PIEDADE,11,27
3161650,MG,SÃO GERALDO DO BAIXIO,11,27
3161700,MG,SÃO GONÇALO DO ABAETÉ,11,27
3161809,MG,SÃO GONÇALO DO PARÁ,11,27
3161908,MG,SÃO GONÇALO DO RIO ABAIXO,11,27
3125507,MG,SÃO GONÇALO DO RIO PRETO,11,27
3162005,MG,SÃO GONÇALO DO SAPUCAÍ,11,26
3162104,MG,SÃO GOTARDO,11,27
3162922,MG,SÃO JOAQUIM DE BICAS,11,27
3162948,MG,SÃO JOSÉ DA BARRA,11,27
3162955,MG,SÃO JOSÉ DA LAPA,11,27
3163003,MG,SÃO JOSÉ DA SAFIRA,11,27
3163102,MG,SÃO JOSÉ DA VARGINHA,11,27
3163201,MG,SÃO JOSÉ DO ALEGRE,11,26
3163300,MG,SÃO JOSÉ DO DIVINO,11,27
3163409,MG,SÃO JOSÉ DO GOIABAL,11,27
3163508,MG,SÃO JOSÉ DO JACURI,11,27
3163607,MG,SÃO JOSÉ DO MANTIMENTO,11,27
3162203,MG,SÃO JOÃO BATISTA DO GLÓRIA,11,27
3162252,MG,SÃO JOÃO DA LAGOA,11,27
3162302,MG,SÃO JOÃO DA MATA,11,26
3162401,MG,SÃO JOÃO DA PONTE,11,28
3162450,MG,SÃO JOÃO DAS MISSÕES,11,28
3162500,MG,SÃO JOÃO DEL REI,11,26
3162559,MG,SÃO JOÃO DO MANHUAÇU,11,27
3162575,MG,SÃO JOÃO DO MANTENINHA,11,27
3162609,MG,SÃO JOÃO DO ORIENTE,11,27
3162658,MG,SÃO JOÃO DO PACUÍ,11,27
3162708,MG,SÃO JOÃO DO PARAÍSO,11,28
3162807,MG,SÃO JOÃO EVANGELISTA,11,27
3162906,MG,SÃO JOÃO NEPOMUCENO,11,26
3163706,MG,SÃO LOURENÇO,11,26
3163805,MG,SÃO MIGUEL DO ANTA,11,27
3163904,MG,SÃO PEDRO DA UNIÃO,11,26
3164100,MG,SÃO PEDRO DO SUAÇUÍ,11,27
3164001,MG,SÃO PEDRO DOS FERROS,11,27
3164209,MG,SÃO ROMÃO,11,27
3164308,MG,SÃO ROQUE DE MINAS,11,27
3164407,MG,SÃO SEBASTIÃO DA BELA VISTA,11,26
3164431,MG,SÃO SEBASTIÃO DA VARGEM ALEGRE,11,26
3164472,MG,SÃO SEBASTIÃO DO ANTA,11,27
3164506,MG,SÃO SEBASTIÃO DO MARANHÃO,11,27
3164605,MG,SÃO SEBASTIÃO DO OESTE,11,27
3164704,MG,SÃO SEBASTIÃO DO PARAÍSO,11,26
3164803,MG,SÃO SEBASTIÃO DO RIO PRETO,11,27
3164902,MG,SÃO SEBASTIÃO DO RIO VERDE,11,26
3165206,MG,SÃO THOMÉ DAS LETRAS,11,26
3165008,MG,SÃO TIAGO,11,26
3165107,MG,SÃO TOMÁS DE AQUINO,11,27
3165305,MG,SÃO VICENTE DE MINAS,11,26
3167905,MG,TABULEIRO,11,26
3168002,MG,TAIOBEIRAS,11,28
3168051,MG,TAPARUBA,11,27
3168101,MG,TAPIRA,11,27
3168200,MG,TAPIRAÍ,11,27
3168309,MG,TAQUARAÇU DE MINAS,11,27
3168408,MG,TARUMIRIM,11,27
3168507,MG,TEIXEIRAS,11,27
3168606,MG,TEÓFILO OTONI,11,27
3168705,MG,TIMÓTEO,11,27
3168804,MG,TIRADENTES,11,26
3168903,MG,TIROS,11,27
3169000,MG,TOCANTINS,11,26
3169059,MG,TOCOS DO MOJI,11,26
3169109,MG,TOLEDO,11,26
3169208,MG,TOMBOS,11,26
3169307,MG,TRÊS CORAÇÕES,11,26
3169356,MG,TRÊS MARIAS,11,27
3169406,MG,TRÊS PONTAS,11,26
3169505,MG,TUMIRITINGA,11,27
3169604,MG,TUPACIGUARA,11,27
3169703,MG,TURMALINA,11,27
3169802,MG,TURVOLÂNDIA,11,26
3170057,MG,UBAPORANGA,11,27
3170008,MG,UBAÍ,11,27
3170107,MG,UBERABA,11,27
3170206,MG,UBERLÂNDIA,11,27
3169901,MG,UBÁ,11,26
3170305,MG,UMBURATIBA,11,27
3170404,MG,UNAÍ,11,27
3170438,MG,UNIÃO DE MINAS,11,27
3170479,MG,URUANA DE MINAS,11,27
3170529,MG,URUCUIA,11,27
3170503,MG,URUCÂNIA,11,27
3170578,MG,VARGEM ALEGRE,11,27
3170602,MG,VARGEM BONITA,11,27
3170651,MG,VARGEM GRANDE DO RIO PARDO,11,28
3170701,MG,VARGINHA,11,26
3170750,MG,VARJÃO DE MINAS,11,27
3170909,MG,VARZELÂNDIA,11,28
3171006,MG,VAZANTE,11,27
3171030,MG,VERDELÂNDIA,11,28
3171071,MG,VEREDINHA,11,27
3171154,MG,VERMELHO NOVO,11,27
3171105,MG,VERÍSSIMO,11,27
3171204,MG,VESPASIANO,11,27
3171402,MG,VIEIRAS,11,26
3171600,MG,VIRGEM DA LAPA,11,27
3171808,MG,VIRGINÓPOLIS,11,27
3171907,MG,VIRGOLÂNDIA,11,27
3171709,MG,VIRGÍNIA,11,26
3172004,MG,VISCONDE DO RIO BRANCO,11,26
3171303,MG,VIÇOSA,11,27
3172103,MG,VOLTA GRANDE,11,26
3170800,MG,VÁRZEA DA PALMA,11,27
3172202,MG,WENCESLAU BRAZ,11,26
3100609,MG,ÁGUA BOA,11,27
3100708,MG,ÁGUA COMPRIDA,11,27
3100906,MG,ÁGUAS FORMOSAS,11,27
3101003,MG,ÁGUAS VERMELHAS,11,28
5000252,MS,ALCINÓPOLIS,11,27
5000609,MS,AMAMBAI,11,26
5000708,MS,ANASTÁCIO,11,27
5000807,MS,ANAURILÂNDIA,11,26
5000856,MS,ANGÉLICA,11,26
5000906,MS,ANTÔNIO JOÃO,11,26
5001003,MS,APARECIDA DO TABOADO,11,27
5001102,MS,AQUIDAUANA,11,27
5001243,MS,ARAL MOREIRA,11,26
5001508,MS,BANDEIRANTES,11,27
5001904,MS,BATAGUASSU,11,26
5002001,MS,BATAYPORÃ,11,26
5002100,MS,BELA VISTA,11,26
5002159,MS,BODOQUENA,11,27
5002209,MS,BONITO,11,26
5002308,MS,BRASILÂNDIA,11,26
5002407,MS,CAARAPÓ,11,26
5002605,MS,CAMAPUÃ,11,27
5002704,MS,CAMPO GRANDE,11,27
5002803,MS,CARACOL,11,26
5002902,MS,CASSILÂNDIA,11,27
5002951,MS,CHAPADÃO DO SUL,11,27
5003108,MS,CORGUINHO,11,27
5003157,MS,CORONEL SAPUCAIA,11,26
5003207,MS,CORUMBÁ,11,27
5003256,MS,COSTA RICA,11,27
5003306,MS,COXIM,11,27
5003454,MS,DEODÁPOLIS,11,26
5003488,MS,DOIS IRMÃOS DO BURITI,11,27
5003504,MS,DOURADINA,11,26
5003702,MS,DOURADOS,11,26
5003751,MS,ELDORADO,11,26
5003900,MS,FIGUEIRÃO,11,27
